Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
17,64,Gangstar,Oruam & Chefin & Salvador Da Rima & Real Fuba,2,3524392,1.45%,https://www.youtube.com/watch?v=GwccKjN3OWY
18,47,PEGA A MALDADE DA BANDIDA,Dj Luan Gomes & Mc Ws da leste & Delleon & Tropa da W&S,2,3335999,0.91%,https://www.youtube.com/watch?v=FYz81lpGwsQ
19,19,Gauchinha (feat. MC LUUKY),DJ Japa NK & MC MENO K & MC Ryan SP & MC Brinquedo,8,3218022,0.05%,https://www.youtube.com/watch?v=ps7k1q7PbA4
20,16,Brega Funk dos Rosa (feat. Katlen & Leozinn),Void & Robson Abreu & Emilly Vick,11,3122868,-0.11%,https://www.youtube.com/watch?v=qgz-ydhRs4s
21,17,Sonho de Amor (Ao Vivo),Natanzinho Lima,25,3088709,-0.08%,https://www.youtube.com/watch?v=VnPB-H7Zo7Y
22,20,Eu Te Seguro (Ao Vivo),Panda & MJ Records,16,2984482,-0.02%,https://www.youtube.com/watch?v=kI6ywewtYkc
23,18,NO BATIDÃO,ZXKAI & slxughter,16,2941724,-0.05%,https://www.youtube.com/watch?v=GXioir-fujY
24,21,Amor Dos Outros (Ao Vivo),Henrique & Juliano,30,2831648,-0.04%,https://www.youtube.com/watch?v=0kiCQLdfgVg
25,26,Um Novo Dia (Ao Vivo),Get Worship & Get Records & Melk Villar & Vinicius Cruz,28,2811264,0.01%,https://www.youtube.com/watch?v=6NvkZY-va0E
26,22,Me Apaixonei Nessa Morena (Ao Vivo),Natanzinho Lima,32,2772504,-0.04%,https://www.youtube.com/watch?v=KzPau_0Ad7o
27,28,Um Centímetro (feat. Juninho Moraes),Toque Dez,14,2672960,-0.02%,https://www.youtube.com/watch?v=UHY_Znbz6zc
28,29,Body Splash(Live),Netto Brito,29,2662609,-0.01%,https://www.youtube.com/watch?v=0GLnePaA4e8
29,34,História de um Amigo Meu (Ao Vivo),MC Leozinho ZS & MC Neguinho do Kaxeta,15,2540123,0.15%,https://www.youtube.com/watch?v=nJelgv6tUUA
30,30,Saudade Proibida (Ao Vivo),Simone Mendes,44,2497883,0.01%,https://www.youtube.com/watch?v=uEtGTq92Cmk
31,23,Fanatismo,YASMIN SENSAÇÃO,9,2417908,-0.16%,n/a
32,31,Até Quebrar a Cama 2.0,cjnobeat & Mc Morena & MC GW,24,2371696,-0.04%,https://www.youtube.com/watch?v=sRc1Fh0y3ZI
33,32,Tudo É Perda (Ao Vivo),Felipe Rodrigues,14,2354963,0.02%,https://www.youtube.com/watch?v=qxzQR5uwWsk
34,33,Até Você Voltar (Ao Vivo),Henrique & Juliano,44,2278716,0%,https://www.youtube.com/watch?v=S6JpneypYvc
35,35,Dally (feat. Maneirinho Do Recife Mc Balakinha & Biel Xcamoso),Shevchenko e Elloco,17,2175680,0%,https://www.youtube.com/watch?v=K6thL9Pz3gA
36,n/a,Resenha Na Laje,KEW & DJGILCASTRO,1,2153047,n/a,https://www.youtube.com/watch?v=O7buVI-wk9I
37,38,Santo Pra Sempre (Ao Vivo),Fernandinho,44,2059885,0.05%,https://www.youtube.com/watch?v=u2FOGNSJfX8
38,36,Treme o Bumbum,MC Leléto,6,1930830,-0.05%,https://www.youtube.com/watch?v=U6rK_v1il90
39,37,Vingança,Emilly Vick & Void,32,1902615,-0.05%,https://www.youtube.com/watch?v=3nYntR_BmD0
40,41,Saudade do Carai,Mari Fernandez & Grelo & Natanzinho Lima,12,1897623,-0.01%,https://www.youtube.com/watch?v=yc4j-pIq20M
41,42,Melzinho,Talita Mel & Xand Avião,34,1890727,-0.01%,https://www.youtube.com/watch?v=tvPSPkugS7A
42,25,Pipoca,Emilly Vick & Robson Abreu,3,1868704,-0.33%,https://www.youtube.com/watch?v=URaYG2qG30U
43,n/a,DtMF,Bad Bunny,1,1862407,n/a,https://www.youtube.com/watch?v=v9T_MGfzq7I
44,45,Meu Jeito de Amar,Theuzinho,43,1856547,0.02%,https://www.youtube.com/watch?v=24Ca5PoINOE
45,49,Talvez você precise de mim,Veigh & Supernova Ent,20,1830591,0.06%,https://www.youtube.com/watch?v=V2M1Xx50arE
46,50,Primeira Essência (Ao Vivo),Felipe Rodrigues,16,1746581,0.01%,https://www.youtube.com/watch?v=eO9dUp5goWo
47,40,Sua Boca Mente (You're Still The One),Zé Felipe & Ana Castela,19,1744899,-0.1%,https://www.youtube.com/watch?v=FCMyTR1SJM8
48,n/a,Reliquia do 2T (feat. MC Fr da Norte & Mc Dkziin),MC Vine7 & MC Tuto & MC Joãozinho VT & DJ Gu,1,1712376,n/a,https://www.youtube.com/watch?v=rIuKKV06CZA
49,43,GOZALO (Ultra Slowed),Ariis,6,1689640,-0.08%,https://www.youtube.com/watch?v=GkqzojRVtGo
50,48,Búfalo do Marajó,O Muriel,30,1670437,-0.04%,https://www.youtube.com/watch?v=1dXgB4-JmKo
51,52,Estrela (Ao Vivo),Rey Vaqueiro & Zé Vaqueiro,13,1662261,0.01%,https://www.youtube.com/watch?v=BpayGeuxgBM
52,39,2026,MC Tuto & Dj Oreia,7,1651705,-0.16%,https://www.youtube.com/watch?v=lsTfgv6JkDs
53,46,Ela Sai de Provocação,MC Don Juan & Boladin 211 & Dj Felipe Maia & Dj Kaioken,7,1632187,-0.09%,https://www.youtube.com/watch?v=XFo7RaOhpHw
54,24,Pilota,Void,2,1599676,-0.44%,https://www.youtube.com/watch?v=I8djDExYcAA
55,56,10 Minutos de Freestyle,Oruam & LeodoKick & Gigant,6,1588081,0.05%,https://www.youtube.com/watch?v=_Lt9ZomgPCQ
56,81,Marquinha De Fitinha (Ao Vivo),Léo Santana,2,1561067,0.35%,https://www.youtube.com/watch?v=cxym1Hf9x5k
57,55,Não Me Faça Chorar (Ao Vivo),Priscila Senna & Pablo,6,1519897,-0.05%,https://www.youtube.com/watch?v=tfiHm1cbxe4
58,51,Fazer Macete,Afinho do Fluxo & Arthurzinho batedeira & MC Cauazim & Mc Fininho Da RC & Mc Nick,7,1500972,-0.12%,https://www.youtube.com/watch?v=-yoUW90xZck
59,53,Vaqueirão (Ao Vivo),Manim Vaqueiro & Talita Mel,6,1436797,-0.11%,https://www.youtube.com/watch?v=9L-VsOwhlXY
60,57,Deixa Eu (Ao Vivo),Murilo Huff,20,1422833,-0.04%,https://www.youtube.com/watch?v=ToabLkXUotM
61,60,GOSTOSIN,Anitta & Felipe Amorim & HITMAKER,5,1417992,-0.03%,https://www.youtube.com/watch?v=w6nNddTCzTM
62,62,Cheiro De Culpado (Ao Vivo),Júnior e Cézar,7,1417336,-0.03%,https://www.youtube.com/watch?v=gWYIo3l1oQ4
63,76,Ignora (Ao Vivo),Felipe & Rodrigo,6,1411495,0.16%,https://www.youtube.com/watch?v=y15gPbntaLE
64,63,P.I.T.T.Y. (Parecendo Uma Cafetina),NandaTsunami & Stick & Bvga Beatz & Torelli,3,1407116,-0.03%,https://www.youtube.com/watch?v=LcldH2JNN8U
65,54,Eu Vou Cuspir,DJ YAN MARIOTO & Mc Marlon Ph & BIG MC,2,1402759,-0.13%,https://www.youtube.com/watch?v=7YYd6g-ESlk
66,61,Zoo,Shakira,9,1392600,-0.04%,https://www.youtube.com/watch?v=Kw3935PH01E
67,58,The Fate of Ophelia,Taylor Swift,16,1378216,-0.06%,https://www.youtube.com/watch?v=ko70cExuzZM
68,77,Calcinha de Renda (Ao Vivo),Panda & Gusttavo Lima & MJ Records,5,1336118,0.12%,https://www.youtube.com/watch?v=GVSS3lh_lCY
69,n/a,CARNAVAL,Marina Sena,1,1334551,n/a,https://www.youtube.com/watch?v=jX-Bb5ATnUc
70,59,Montagem Miau (Ultra Slowed),Lenar,9,1300302,-0.11%,n/a
71,74,Biometria,Netto Brito,13,1294179,0.04%,https://www.youtube.com/watch?v=bS9r47RA_To
72,65,Nome Proibido,Rey Vaqueiro,3,1278684,-0.09%,https://www.youtube.com/watch?v=5yrZab1iEXA
73,66,Se Eu Te Perdoar,Netto Brito,5,1269221,-0.08%,https://www.youtube.com/watch?v=qsVG64XB1PY
74,70,Chatão (feat. Mc Negão Original & MC Ryan SP),MC Lele JP & Dj Oreia & Mc DR & Gubeatz,4,1253448,-0.02%,https://www.youtube.com/watch?v=7UllbN9itGM
75,67,Sua Vez de Terminar (Ao Vivo),Toque Dez,7,1250064,-0.04%,https://www.youtube.com/watch?v=IEDvym28mlA
76,85,Treme o Popozão,MC Leléto & Leléto Records,3,1234456,0.1%,https://www.youtube.com/watch?v=-gyG8PWHa9k
77,68,VOCE NA MIRA (Slowed),Hwungii & DJ VGK1,6,1222532,-0.06%,https://www.youtube.com/watch?v=B091oc37QeY
78,n/a,Baile do VJ,Eduardinho dos Teclados,1,1218344,n/a,https://www.youtube.com/watch?v=sgT8g3IwPTE
79,69,MONTAGEM REBOLA,ATLXS & DJ FKU,6,1191626,-0.08%,https://www.youtube.com/watch?v=0Ib0ZtLILys
80,79,Pedido De Socorro (Ao Vivo),Gustavo Mioto,6,1128450,-0.03%,https://www.youtube.com/watch?v=Hv53XBYeK7E
81,83,Van Cleef,Orochi & Filipe Ret & Portugal No Beat,20,1104606,-0.02%,https://www.youtube.com/watch?v=SP1qu6_zw3s
82,88,Lua Cheia,Marina Sena,3,1096890,0%,https://www.youtube.com/watch?v=q0u47Nl7N7M
83,86,É Tudo Sobre Você / Ser Mudado (Ao Vivo),MORADA,6,1085898,-0.03%,https://www.youtube.com/watch?v=UnEd_pFGWGw
84,78,MONTAGEM CAMERA LENTA,Dj Duarte & DJ ORBITAL & Dj Rs,11,1081830,-0.07%,https://www.youtube.com/watch?v=x5aEyUy66ds
85,75,Alô Virgínia (Ao Vivo),Grupo Chocolate & Turma do Pagode,9,1070018,-0.13%,https://www.youtube.com/watch?v=ylPlxGTCejQ
86,93,Me Refaz (Ao Vivo),Ministério Pra Tua Glória,10,1068174,0.02%,https://www.youtube.com/watch?v=lI8OpUT3NmQ
87,97,Eu Vou Fazer (Ao Vivo),Kailane Frauches,5,1066908,0.05%,https://www.youtube.com/watch?v=w2pP1DYZSTg
88,n/a,Louco no Pião (feat. Murillo e LT no Beat),Mc Negão Original & MC Ryan SP & DJ Japa NK,1,1063113,n/a,https://www.youtube.com/watch?v=5mK1btUNZEI
89,80,IMPERFEITO,Seven Plus & Rayssa Andreoli,8,1062800,-0.09%,https://www.youtube.com/watch?v=GneZr6ZXcnE
90,n/a,Here Without You,3 Doors Down,1,1058763,n/a,https://www.youtube.com/watch?v=kPBzTxZQG5Q
91,n/a,Caos De Alguém (Ao Vivo),Felipe & Rodrigo,10,1044474,n/a,https://www.youtube.com/watch?v=cdrEO7pIQXk
92,89,Vagabundo,Gusttavo Lima & Luis Fonsi,18,1043585,-0.05%,https://www.youtube.com/watch?v=aaLYhwadeE0
93,n/a,Passinho do Japonês,MC Loma e as Gêmeas Lacração,4,1043162,n/a,https://www.youtube.com/watch?v=TPjefAA7TlA
94,95,Quem Ama Sempre Entende (Ao Vivo),Henrique & Juliano,5,1035200,0.01%,https://www.youtube.com/watch?v=OzDkgc9bVhQ
95,82,DUAS PRINCESAS,Emilly Vick & Katlen,20,1033421,-0.08%,https://www.youtube.com/watch?v=SNzNRTAwYHY
96,n/a,Foi por Conveniência,Marília Mendonça,9,1033420,n/a,https://www.youtube.com/watch?v=Dt13Wv6Opeo
97,n/a,Ritmo Lilly Wood,dj mtn & DJ ML ORIGINAL & DJ LKC ORIGINAL & MC Star RJ & FreesTyle Sounds,1,1016573,n/a,https://www.youtube.com/watch?v=iDBPrs9YGHg
98,90,Tô na Brasilia com o Zigão,DJ Zigão & Mc Roger,19,1009185,-0.07%,https://www.youtube.com/watch?v=78QVCTj7PJg
99,98,Vida Loka Pt. 2,Racionais MC's,3,991530,-0.01%,https://www.youtube.com/watch?v=Fu5kcgz73TY
100,n/a,Imprevisto,Yago Oproprio & Skeeter Beats & Rô Rosa,11,990501,n/a,https://www.youtube.com/watch?v=EbVV9FDxM4c
